"id","imei","software_version","imsi","status_code","app_id"
239,"867329060026023","","315010003201882",1,238
240,"867329060008534","","315010003201883",1,239
241,"867329060024242","","315010003201884",1,240
242,"867329060009706","","315010003201885",1,241
243,"867329060009359","","315010003201886",1,242
244,"867329060011736","","315010003201887",1,243
245,"867329060022188","","315010003201888",1,244
246,"867329060026809","","315010003201889",1,245
247,"867329060024846","","315010003201890",1,246
248,"867329060023749","","315010003201891",1,247
249,"867329060028458","","315010003201892",1,248
250,"867329060022089","","315010003201893",1,249
251,"867329060009235","","315010003201894",1,250
252,"867329060007049","","315010003201895",1,251
253,"867329060024580","","315010003201896",1,252
254,"867329060026585","","315010003201897",1,253
255,"867329060024275","","315010003201898",1,254
256,"867329060025116","","315010003201899",1,255
257,"867329060022840","","315010003201900",1,256
258,"867329060024606","","315010003201901",1,257
259,"867329060006884","","315010003201902",1,258
260,"867329060017493","","315010003201903",1,259
261,"867329060020802","","315010003201904",1,260
262,"867329060005316","","315010003201905",1,261
263,"867329060007403","","315010003201906",1,262
264,"867329060005696","","315010003201907",1,263
265,"867329060003550","","315010003201908",1,264
266,"867329060003493","","315010003201909",1,265
267,"867329060009763","","315010003201910",1,266
268,"867329060024978","","315010003201914",1,267
269,"867329060026395","","315010003201915",1,268
270,"867329060027344","","315010003201916",1,269
271,"867329060009979","","315010003201917",1,270
272,"867329060009904","","315010003201918",1,271
273,"867329060023798","","315010003201919",1,272
274,"867329060028870","","315010003201920",1,273
275,"867329060015000","","315010003201921",1,274
276,"867329060026288","","315010003201922",1,275
277,"867329060024036","","315010003201923",1,276
278,"867329060024929","","315010003201924",1,277
279,"867329060017105","","315010003201925",1,278
280,"867329060019473","","315010003201926",1,279
281,"867329060028789","","315010003201622",1,280
282,"867329060027237","","315010003201635",1,281
283,"867329060025827","","315010003201636",1,282
284,"867329060019713","","315010003201637",1,283
285,"867329060023400","","315010003201638",1,284
286,"867329060016628","","315010003201639",1,285
287,"867329060018541","","315010003201640",1,286
288,"867329060027815","","315010003201641",1,287
289,"867329060017121","","315010003201642",1,288
290,"867329060009870","","315010003201643",1,289
291,"867329060023723","","315010003201644",1,290
292,"867329060023814","","315010003201645",1,291
293,"867329060003386","","315010003201646",1,292
294,"867329060022865","","315010003201647",1,293
295,"867329060028623","","315010003201648",1,294
296,"867329060026148","","315010003201649",1,295
297,"867329060026130","","315010003201650",1,296
298,"867329060004558","","315010003201651",1,297
299,"867329060005506","","315010003201652",1,298
300,"867329060006058","","315010003201653",1,299
301,"867329060027583","","315010003201654",1,300
302,"867329060004780","","315010003201655",1,301
303,"867329060012163","","315010003201656",1,302
304,"867329060009011","","315010003201657",1,303
305,"867329060009771","","315010003201658",1,304
306,"867329060009896","","315010003201659",1,305
307,"867329060005522","","315010003201660",1,306
308,"867329060009888","","315010003201661",1,307
309,"867329060015091","","315010003201662",1,308
310,"867329060022758","","315010003201663",1,309
311,"867329060020067","","315010003201664",1,310
312,"867329060017477","","315010003201665",1,311
313,"867329060025819","","315010003201666",1,312
314,"867329060027245","","315010003201667",1,313
315,"867329060027013","","315010003201668",1,314
316,"867329060021842","","315010003201669",1,315
317,"867329060015356","","315010003201670",1,316
318,"867329060010019","","315010003201671",1,317
319,"867329060013500","","315010003201672",1,318
320,"867329060011744","","315010003201673",1,319
321,"867329060025017","","315010003201674",1,320
322,"867329060028862","","315010003201675",1,321
323,"867329060017246","","315010003201676",1,322
324,"867329060022295","","315010003201677",1,323
325,"867329060005811","","315010003201678",1,324
326,"867329060027427","","315010003201679",1,325
327,"867329060011819","","315010003201680",1,326
328,"867329060003485","","315010003201681",1,327
329,"867329060017568","","315010003201682",1,328
330,"867329060005878","","315010003201683",1,329
331,"867329060010084","","315010003201684",1,330
332,"867329060006363","","315010003201685",1,331
333,"867329060006579","","315010003201686",1,332
334,"867329060011918","","315010003201687",1,333
335,"867329060003345","","315010003201688",1,334
336,"867329060009193","","315010003201689",1,335
337,"867329060006066","","315010003201690",1,336
338,"867329060023160","","315010003201691",1,337
339,"867329060005761","","315010003201692",1,338
340,"867329060005753","","315010003201693",1,339
341,"867329060003360","","315010003201694",1,340
342,"867329060005746","","315010003201695",1,341
343,"867329060019960","","315010003201696",1,342
344,"867329060028102","","315010003201697",1,343
345,"867329060007874","","315010003201698",1,344
346,"867329060009557","","315010003201699",1,345
347,"867329060010522","","315010003201700",1,346
348,"867329060007163","","315010003201701",1,347
349,"867329060008427","","315010003201702",1,348
350,"867329060003451","","315010003201703",1,349
351,"867329060007395","","315010003201704",1,350
352,"867329060026916","","315010003201705",1,351
353,"867329060008757","","315010003201706",1,352
354,"867329060008658","","315010003201707",1,353
355,"867329060009458","","315010003201708",1,354
356,"867329060009615","","315010003201709",1,355
357,"867329060027526","","315010003201710",1,356
358,"867329060026676","","315010003201711",1,357
359,"867329060008682","","315010003201712",1,358
360,"867329060009607","","315010003201713",1,359
361,"867329060020000","","315010003201714",1,360
362,"867329060006702","","315010003201715",1,361
363,"867329060020703","","315010003201716",1,362
364,"867329060008468","","315010003201717",1,363
365,"867329060009623","","315010003201718",1,364
366,"867329060004707","","315010003201719",1,365
367,"867329060017675","","315010003201720",1,366
368,"867329060003980","","315010003201721",1,367
369,"867329060011249","","315010003201722",1,368
370,"867329060005738","","315010003201723",1,369
371,"867329060006090","","315010003201724",1,370
372,"867329060021503","","315010003201725",1,371
373,"867329060006587","","315010003201726",1,372
374,"867329060003519","","315010003201728",1,373
375,"867329060024309","","315010003201728",1,374
376,"867329060023764","","315010003201729",1,375
377,"867329060019317","","315010003201730",1,376
378,"867329060027146","","315010003201731",1,377
379,"867329060005886","","315010003201732",1,378
380,"867329060009698","","315010003201733",1,379
381,"867329060009540","","315010003201734",1,380
382,"867329060008617","","315010003201735",1,381
383,"867329060023418","","315010003201736",1,382
384,"867329060022675","","315010003201737",1,383
385,"867329060028706","","315010003201738",1,384
386,"867329060009854","","315010003201739",1,385
387,"867329060020372","","315010003201740",1,386
388,"867329060023541","","315010003201741",1,387
389,"867329060006967","","315010003201742",1,388
390,"867329060009037","","315010003201743",1,389
391,"867329060009425","","315010003201744",1,390
392,"867329060004483","","315010003201745",1,391
393,"867329060009466","","315010003201746",1,392
394,"867329060027773","","315010003201747",1,393
395,"867329060024432","","315010003201752",1,394
396,"867329060024184","","315010003201753",1,395
397,"867329060017428","","315010003201754",1,396
398,"867329060024200","","315010003201798",1,397
399,"867329060004921","","315010003201799",1,398
400,"867329060027450","","315010003201800",1,399
401,"867329060024002","","315010003201801",1,400
402,"867329060027674","","315010003201802",1,401
403,"867329060009664","","315010003201803",1,402
404,"867329060023590","","315010003201804",1,403
405,"867329060006777","","315010003201805",1,404
406,"867329060007148","","315010003201806",1,405
407,"867329060026296","","315010003201807",1,406
408,"867329060009300","","315010003201808",1,407
409,"867329060006108","","315010003201809",1,408
410,"867329060004053","","315010003201810",1,409
411,"867329060026569","","315010003201811",1,410
412,"867329060027328","","315010003201812",1,411
413,"867329060009342","","315010003201813",1,412
414,"867329060008765","","315010003201814",1,413
415,"867329060003501","","315010003201815",1,414
416,"867329060024622","","315010003201816",1,415
417,"867329060027542","","315010003201817",1,416
418,"867329060015117","","315010003201818",1,417
419,"867329060024879","","315010003201819",1,418
420,"867329060007122","","315010003201820",1,419
421,"867329060006462","","315010003201821",1,420
422,"867329060008880","","315010003201823",1,421
423,"867329060028631","","315010003201824",1,422
424,"867329060028110","","315010003201837",1,423
425,"867329060023228","","315010003201838",1,424
426,"867329060023665","","315010003201839",1,425
427,"867329060024267","","315010003201840",1,426
428,"867329060021511","","315010003201841",1,427
429,"867329060023699","","315010003201842",1,428
430,"867329060025009","","315010003201843",1,429
